省_边界,省代码,市_边界,市代码,县_边界,县代码,说明,年度,批复,县类型,市类型,省类型,边界市_clean,边界县_clean,市县匹配键,編號,原地名,今属市/县/区,今属行政区划,省_表格,市_表格,县_表格,文獻來源,語音特徵大類,語音特徵小類及編碼,標準化語音特徵,方言類型判斷,區域傾向,現代方言區參照,古今關係,證據等級,今属行政区划_原始,拆分序号,表市_clean,表县_clean,匹配方式
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-003,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-004,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y03 遇止近讀 / 魚虞支微相通,遇止近讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-005,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y03 遇止近讀 / 魚虞支微相通,遇止近讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-006,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-007,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-008,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-009,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,䏁讀若焙,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-010,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-011,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-012,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-013,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,檇讀若對,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-014,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-015,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-016,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,來讀若釐,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-017,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-018,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,聲調,D04 上聲讀平,上聲相關變讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-019,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-020,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-021,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-022,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-023,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-024,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-025,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,𢉿讀若灑,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-026,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-027,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,鬻……《廣韻》：“鬻，弋灼切。”俗讀若倬,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-028,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-029,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-030,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-031,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-032,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-033,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-034,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-035,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y03 遇止近讀 / 魚虞支微相通,遇止近讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-036,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,𢻹讀批,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-037,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,勑讀若酹,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-038,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-039,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-040,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,徯醯讀若兒嬉,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-041,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-042,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-043,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-044,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-045,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-046,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-047,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-048,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-049,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,乜讀米野切音,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-050,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-051,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-052,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y01 蟹攝內部近讀,偙讀若曳,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-053,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,聲調,D04 上聲讀平,上聲相關變讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-054,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-055,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-056,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-057,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-058,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-059,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-060,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-061,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-062,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYXZ-063,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[宣統]《番禺縣續志》，1911/1931,非語音特徵,U01 孤立詞音/備查,暫不提取,粵語,核心區,粵語區,弱延續,C,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-001,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D06 上去互變,去聲相關變讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-002,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D06 上去互變,去聲相關變讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-003,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲母,S05 清濁聲母差異或清濁標記,清濁聲母差異或清濁標記,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-004,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D06 上去互變,去聲相關變讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-005,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D06 上去互變,去聲相關變讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-006,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D06 上去互變,去聲相關變讀,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-007,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D12 調值高下描述,棱讀平聲,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-008,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,韻母,Y01 蟹攝內部近讀,來讀釐,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-009,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D06 上去互變,去聲相關變讀,粵語,核心區,粵語區,延續,A,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
广东省,440000,广州市,440100,越秀区,440104,,0,,市辖区,地级市,省,广州,越秀,广州_越秀,GD-PYG-010,番禺,越秀区,广东省广州市越秀区,广东省,广州市,越秀区,[民國]《續番禺縣志稿》，1918,聲調,D06 上去互變,上去互變,粵語,核心區,粵語區,延續,B,广东省广州市越秀区,1.0,广州,越秀,市县精确匹配
