省_边界,省代码,市_边界,市代码,县_边界,县代码,说明,年度,批复,县类型,市类型,省类型,边界市_clean,边界县_clean,市县匹配键,編號,原地名,今属市/县/区,今属行政区划,省_表格,市_表格,县_表格,文獻來源,語音特徵大類,語音特徵小類及編碼,標準化語音特徵,方言類型判斷,區域傾向,現代方言區參照,古今關係,證據等級,今属行政区划_原始,拆分序号,表市_clean,表县_clean,匹配方式
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-YZ-011,潮,潮州市,广东省潮州市,广东省,潮州市,潮安区,[雍正]《廣東通志》，1731,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-DG-011,潮,潮州市,广东省潮州市,广东省,潮州市,潮安区,[道光]《廣東通志》，1822,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-001,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,/,暫不提取,混合,核心區,閩語區,接觸,C,广东省潮州市;广东省汕头市;广东省揭阳市;广东省梅州市部分地区,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-002,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,髻讀莊,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-003,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-004,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-005,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,耳讀繫,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-006,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-007,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,聲母,S03 疑母、影母、云母、匣母相關混讀,牙喉音相關混讀,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-058,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,天讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-059,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,添讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-060,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,啼讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-061,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,扇讀作細,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-062,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,四讀作細,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-063,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,世讀作細,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-064,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-065,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-066,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-067,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-068,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-069,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-070,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-071,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-072,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,前讀作哉,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-073,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-074,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-075,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,西讀作腮,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-076,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,啼讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-079,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,四讀細,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CZF-080,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-CH-001,潮州府,潮州市,广东省潮州市,广东省,潮州市,潮安区,[乾隆]《澄海縣志》，1765,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,潮安区,445103,,0,,市辖区,地级市,省,潮州,潮安,潮州_潮安,GD-DB-132,潮州,潮州市,广东省潮州市,广东省,潮州市,潮安区,[道光]《電白縣志》，1826,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,潮安,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-YZ-011,潮,潮州市,广东省潮州市,广东省,潮州市,饶平县,[雍正]《廣東通志》，1731,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-DG-011,潮,潮州市,广东省潮州市,广东省,潮州市,饶平县,[道光]《廣東通志》，1822,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-001,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,/,暫不提取,混合,核心區,閩語區,接觸,C,广东省潮州市;广东省汕头市;广东省揭阳市;广东省梅州市部分地区,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-002,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,髻讀莊,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-003,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-004,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-005,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,耳讀繫,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-006,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-007,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,聲母,S03 疑母、影母、云母、匣母相關混讀,牙喉音相關混讀,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-058,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,天讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-059,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,添讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-060,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,啼讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-061,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,扇讀作細,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-062,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,四讀作細,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-063,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,世讀作細,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-064,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-065,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-066,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-067,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-068,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-069,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-070,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y07 文魂近讀 / 臻攝內部近讀,文魂近讀 / 臻攝內部近讀,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-071,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,非語音特徵,U01 孤立詞音/備查,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-072,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,前讀作哉,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-073,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-074,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-075,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,西讀作腮,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-076,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,啼讀作梯,閩語,核心區,閩語區,延續,A,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-079,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y01 蟹攝內部近讀,四讀細,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CZF-080,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《潮州府志》，1762/1775,韻母,Y06 有厚近混 / 流攝內部近讀,有厚近混,閩語,核心區,閩語區,延續,B,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-CH-001,潮州府,潮州市,广东省潮州市,广东省,潮州市,饶平县,[乾隆]《澄海縣志》，1765,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,饶平县,445122,,0,,县,地级市,省,潮州,饶平,潮州_饶平,GD-DB-132,潮州,潮州市,广东省潮州市,广东省,潮州市,饶平县,[道光]《電白縣志》，1826,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市;广东省汕头市;广东省揭阳市一带,1.0,潮州,饶平,仅市展开到该市所有县区
广东省,440000,潮州市,445100,湘桥区,445102,,0,,市辖区,地级市,省,潮州,湘桥,潮州_湘桥,GD-YZ-011,潮,潮州市,广东省潮州市,广东省,潮州市,湘桥区,[雍正]《廣東通志》，1731,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市,1.0,潮州,湘桥,仅市展开到该市所有县区
广东省,440000,潮州市,445100,湘桥区,445102,,0,,市辖区,地级市,省,潮州,湘桥,潮州_湘桥,GD-DG-011,潮,潮州市,广东省潮州市,广东省,潮州市,湘桥区,[道光]《廣東通志》，1822,非語音特徵,/,暫不提取,閩語,核心區,閩語區,弱延續,C,广东省潮州市,1.0,潮州,湘桥,仅市展开到该市所有县区
